ID	Category	Pattern	Theme	Content	Color
1883	העצמה	יותר ויותר.. עוד ועוד..	עונג	וזה נעים... יותר ויותר... עוד ועוד גלים של עונג שוטפים אותך ללא הפסקה.	#E1BEE7
1884	העצמה	יותר ויותר.. עוד ועוד..	עונג	התחושה הזו מתעצמת... יותר ויותר... עוד ועוד... ממלאת כל תא, כל עצב, כל נשימה.	#E1BEE7
1885	העצמה	יותר ויותר.. עוד ועוד..	משחקיות	והתמונה מתחדדת... יותר ויותר... עוד ועוד פרטים מתגלים... עוד ועוד צבעים בוהקים.	#E1BEE7
1886	העצמה	יותר ויותר.. עוד ועוד..	משחקיות	הסקרנות מושכת אותך... יותר ויותר פנימה... את רוצה לגלות עוד ועוד מהעולם הזה.	#E1BEE7
1887	העצמה	יותר ויותר.. עוד ועוד..	תשוקה	והלהט בוער... יותר ויותר... עוד ועוד חום... עוד ועוד תשוקה שאי אפשר לכבות.	#E1BEE7
1888	העצמה	יותר ויותר.. עוד ועוד..	תשוקה	את רוצה את זה... יותר ויותר... הצורך גדל עוד ועוד... עד שהוא הדבר היחיד שקיים.	#E1BEE7
1889	העצמה	יותר ויותר.. עוד ועוד..	חופש	המרחב נפתח... יותר ויותר... את עפה גבוה... עוד ועוד... משאירה את הכל מאחור.	#E1BEE7
1890	העצמה	יותר ויותר.. עוד ועוד..	חופש	את משתחררת... יותר ויותר... עוד ועוד כבלים נופלים... עוד ועוד אוויר נכנס לריאות.	#E1BEE7
1891	העצמה	יותר ויותר.. עוד ועוד..	שובבות	והחיוך גדל... יותר ויותר... זה מצחיק אותך... עוד ועוד... את לא יכולה להפסיק.	#E1BEE7
1892	העצמה	יותר ויותר.. עוד ועוד..	שובבות	השובבות משתלטת... יותר ויותר... את רוצה להשתעשע עוד ועוד... בלי גבולות.	#E1BEE7
1893	העצמה	יותר ויותר.. עוד ועוד..	סקסי	את מרגישה סקסית... יותר ויותר... הגוף שלך קורן... עוד ועוד... מושך... ממגנט.	#E1BEE7
1894	העצמה	יותר ויותר.. עוד ועוד..	סקסי	החושניות זורמת... יותר ויותר... עוד ועוד רגישות... עוד ועוד הזמנה למגע.	#E1BEE7
1895	העצמה	יותר ויותר.. עוד ועוד..	פראיות	הפראיות פורצת... יותר ויותר... עוד ועוד כוח... עוד ועוד עוצמה חייתי.	#E1BEE7
1896	העצמה	יותר ויותר.. עוד ועוד..	פראיות	השליטה נעלמת... יותר ויותר... האינסטינקט משתלט... עוד ועוד... עד הסוף.	#E1BEE7
1897	העצמה	יותר ויותר.. עוד ועוד..	שמחה	השמחה גואה... יותר ויותר... עוד ועוד אור... עוד ועוד אהבה שמציפה את הלב.	#E1BEE7
1898	העצמה	יותר ויותר.. עוד ועוד..	שמחה	את מאושרת... יותר ויותר... הלב מתרחב עוד ועוד... מכיל את כל הטוב הזה.	#E1BEE7
1899	העצמה	יותר ויותר.. עוד ועוד..	בטחון ומוגנות	את בטוחה... יותר ויותר... עוד ועוד שכבות של הגנה עוטפות אותך ברכות.	#E1BEE7
1900	העצמה	יותר ויותר.. עוד ועוד..	בטחון ומוגנות	את סומכת... יותר ויותר... מרפה עוד ועוד לתוך הידיים שמחזיקות אותך.	#E1BEE7
1901	העצמה	מרגע לרגע.. משניה לשניה	רגיעה	תרגישי איך עם כל נשימה ועם כל נשיפה את נרגעת עוד ועוד.. מרגע לרגע.. משניה לשניה.. הגוף נהיה כבד יותר.	#E1BEE7
1902	העצמה	מרגע לרגע.. משניה לשניה	רגיעה	השקט בראש שלך מעמיק... מרגע לרגע... משניה לשניה... המחשבות נעלמות והשלווה תופסת מקום.	#E1BEE7
1903	העצמה	מרגע לרגע.. משניה לשניה	עונג	העונג הזה מטפס... מרגע לרגע... משניה לשניה... הוא נהיה חד יותר, ברור יותר, מוחשי יותר.	#E1BEE7
1904	העצמה	מרגע לרגע.. משניה לשניה	עונג	תחושת ההנאה מתפשטת... מרגע לרגע... משניה לשניה... היא כובשת עוד אזור בגוף שלך.	#E1BEE7
1905	העצמה	מרגע לרגע.. משניה לשניה	משחקיות	העולם הדמיוני הזה נהיה אמיתי... מרגע לרגע... משניה לשניה... את ממש יכולה להריח ולשמוע אותו.	#E1BEE7
1906	העצמה	מרגע לרגע.. משניה לשניה	משחקיות	את נשאבת לתוך הסיפור... מרגע לרגע... משניה לשניה... שוכחת איפה את באמת נמצאת.	#E1BEE7
1907	העצמה	מרגע לרגע.. משניה לשניה	תשוקה	הדם זורם מהר יותר... מרגע לרגע... משניה לשניה... הגוף מתחמם והתשוקה גוברת.	#E1BEE7
1908	העצמה	מרגע לרגע.. משניה לשניה	תשוקה	הרעב הזה למגע מתחזק... מרגע לרגע... משניה לשניה... את חייבת להרגיש את זה עכשיו.	#E1BEE7
1909	העצמה	מרגע לרגע.. משניה לשניה	חופש	את מרגישה קלה יותר... מרגע לרגע... משניה לשניה... כוח המשיכה מאבד אחיזה עלייך.	#E1BEE7
1910	העצמה	מרגע לרגע.. משניה לשניה	חופש	האופק מתרחב... מרגע לרגע... משניה לשניה... את רואה אפשרויות שלא ראית קודם.	#E1BEE7
1911	העצמה	מרגע לרגע.. משניה לשניה	שובבות	המצב רוח עולה... מרגע לרגע... משניה לשניה... את מרגישה בועות של צחוק עולות בגרון.	#E1BEE7
1912	העצמה	מרגע לרגע.. משניה לשניה	שובבות	הקלילות משתלטת... מרגע לרגע... משניה לשניה... הכל נראה כמו משחק אחד גדול.	#E1BEE7
1913	העצמה	מרגע לרגע.. משניה לשניה	סקסי	המשיכה בינינו מתחזקת... מרגע לרגע... משניה לשניה... האוויר נהיה סמיך וטעון.	#E1BEE7
1914	העצמה	מרגע לרגע.. משניה לשניה	סקסי	הגוף שלך נהיה רגיש... מרגע לרגע... משניה לשניה... כל תנועה קטנה מורגשת בעוצמה אדירה.	#E1BEE7
1915	העצמה	מרגע לרגע.. משניה לשניה	פראיות	את מאבדת את הנימוס... מרגע לרגע... משניה לשניה... החיה שבפנים מתעוררת לחיים.	#E1BEE7
1916	העצמה	מרגע לרגע.. משניה לשניה	פראיות	הדחף לפעול גובר... מרגע לרגע... משניה לשניה... הגוף מתכונן לזינוק.	#E1BEE7
1917	העצמה	מרגע לרגע.. משניה לשניה	שמחה	הלב שלך נפתח... מרגע לרגע... משניה לשניה... את מרגישה מוצפת באהבה טהורה.	#E1BEE7
1918	העצמה	מרגע לרגע.. משניה לשניה	שמחה	החיוך שלך מתרחב... מרגע לרגע... משניה לשניה... האושר פשוט קורן ממך החוצה.	#E1BEE7
1919	העצמה	מרגע לרגע.. משניה לשניה	בטחון ומוגנות	את מרגישה יותר מוגנת... מרגע לרגע... משניה לשניה... המתח מתפוגג והביטחון ממלא את מקומו.	#E1BEE7
1920	העצמה	מרגע לרגע.. משניה לשניה	בטחון ומוגנות	האחיזה שלך מתרפה... מרגע לרגע... משניה לשניה... את יודעת שאת בידיים טובות.	#E1BEE7
1921	העצמה	אפילו .. יותר..	רגיעה	ואם חשבת שאת רגועה קודם, עכשיו את נכנסת למקום שקט אפילו יותר... עמוק יותר ממה שחשבת שאפשר.	#E1BEE7
1922	העצמה	אפילו .. יותר..	רגיעה	את מרפה את השרירים... ועכשיו, תרפי אותם אפילו יותר... עד שזה מרגיש כמו נוזל.	#E1BEE7
1923	העצמה	אפילו .. יותר..	עונג	זה מרגיש מדהים, נכון? ועכשיו, אני רוצה שתרגישי את זה אפילו יותר... בעוצמה שלא הכרת.	#E1BEE7
1924	העצמה	אפילו .. יותר..	עונג	תני לזרם הזה לעבור בך, ותני לו להיות אפילו יותר חזק... אפילו יותר מענג ממה שהוא עכשיו.	#E1BEE7
1925	העצמה	אפילו .. יותר..	משחקיות	הדמיון שלך עשיר, אבל עכשיו הוא הופך להיות אפילו יותר יצירתי... אפילו יותר צבעוני וחי.	#E1BEE7
1926	העצמה	אפילו .. יותר..	משחקיות	את סקרנית, ועכשיו את נהיית אפילו יותר סקרנית... את חייבת לגלות מה מסתתר שם.	#E1BEE7
1927	העצמה	אפילו .. יותר..	תשוקה	את רוצה את זה, ואת הולכת לרצות את זה אפילו יותר... עד שהגוף שלך יזוז מעצמו.	#E1BEE7
1928	העצמה	אפילו .. יותר..	תשוקה	הלהט הזה בוער, ועכשיו הוא בוער אפילו יותר... שורף כל התנגדות בדרך.	#E1BEE7
1929	העצמה	אפילו .. יותר..	חופש	את מרגישה חופשייה, אבל את יכולה להיות אפילו יותר חופשייה... לשחרר גם את המחשבה האחרונה.	#E1BEE7
1930	העצמה	אפילו .. יותר..	חופש	את עפה גבוה, ועכשיו את עולה אפילו יותר... מעל העננים, אל החלל הפתוח.	#E1BEE7
1931	העצמה	אפילו .. יותר..	שובבות	זה מצחיק, וזה הולך להיות אפילו יותר מצחיק... עד שתתגלגלי מצחוק.	#E1BEE7
1932	העצמה	אפילו .. יותר..	שובבות	את שובבה, ועכשיו את מעזה להיות אפילו יותר שובבה... למתוח את הגבול עוד קצת.	#E1BEE7
1933	העצמה	אפילו .. יותר..	סקסי	את נראית סקסית, ואת מרגישה עכשיו אפילו יותר סקסית... מלכה של פיתוי ויופי.	#E1BEE7
1934	העצמה	אפילו .. יותר..	סקסי	הגוף שלך רגיש, והוא הופך להיות אפילו יותר רגיש... כל רוח קלה מעבירה בך צמרמורת.	#E1BEE7
1935	העצמה	אפילו .. יותר..	פראיות	את פראית, ועכשיו את מתחברת למקום אפילו יותר קדום... אפילו יותר חייתי ושורשי.	#E1BEE7
1936	העצמה	אפילו .. יותר..	פראיות	האינסטינקט חזק, והוא נהיה אפילו יותר חד... מוביל אותך בדיוק לאן שאת צריכה.	#E1BEE7
1937	העצמה	אפילו .. יותר..	שמחה	את שמחה, ועכשיו השמחה הזו נהיית אפילו יותר גדולה... ממלאת את החדר כולו.	#E1BEE7
1938	העצמה	אפילו .. יותר..	שמחה	הלב מלא, והוא מתמלא אפילו יותר... עד שהוא עולה על גדותיו מרוב אושר.	#E1BEE7
1939	העצמה	אפילו .. יותר..	בטחון ומוגנות	את בטוחה, ועכשיו את מרגישה אפילו יותר בטוחה... כמו תינוק ברחם.	#E1BEE7
1940	העצמה	אפילו .. יותר..	בטחון ומוגנות	המרחב הזה מוגן, והוא נהיה אפילו יותר יציב ועוטף סביבך.	#E1BEE7
1941	פנייה לתת מודע	הנחיה לתת המודע	רגיעה	אני הולך לתת עכשיו הנחיה לתת המודע שלך לנתק את המתח מהשרירים, אחד אחרי השני, עד לרפיון מוחלט.	#80DEEA
1942	פנייה לתת מודע	הנחיה לתת המודע	רגיעה	התת מודע שלך מקבל עכשיו הנחיה להאט את קצב הלב ולהכניס אותך למצב של שינה עמוקה ומרפאת.	#80DEEA
1943	פנייה לתת מודע	הנחיה לתת המודע	עונג	אני נותן הנחיה לתת המודע שלך לפתוח את ערוצי העונג בגוף, כך שכל מגע ירגיש כמו זרם חשמלי נעים.	#80DEEA
1944	פנייה לתת מודע	הנחיה לתת המודע	עונג	התת מודע שלך מקבל אישור להגביר את רגישות העור פי עשרה, ולהפוך כל תחושה לחגיגה של חושים.	#80DEEA
1945	פנייה לתת מודע	הנחיה לתת המודע	משחקיות	אני מנחה את התת מודע שלך להעלות זיכרון ילדות של משחק וצחוק, ולהביא את התחושה הזו לכאן ועכשיו.	#80DEEA
1946	פנייה לתת מודע	הנחיה לתת המודע	משחקיות	התת מודע שלך מקבל הנחיה להפוך את המציאות למגרש משחקים צבעוני ומרתק עבורך.	#80DEEA
1947	פנייה לתת מודע	הנחיה לתת המודע	תשוקה	אני נותן הנחיה לתת המודע שלך להבעיר את האש הפנימית, ולהזרים חום ותשוקה לכל איבר בגוף.	#80DEEA
1948	פנייה לתת מודע	הנחיה לתת המודע	תשוקה	התת מודע שלך מקבל הוראה למקד את כל האנרגיה המינית שלך ברגע הזה, בעוצמה שלא הכרת.	#80DEEA
1949	פנייה לתת מודע	הנחיה לתת המודע	חופש	אני מנחה את תת המודע שלך לשבור את כל המחסומים הדמיוניים, ולאפשר לך לעוף לכל מקום שתרצי.	#80DEEA
1950	פנייה לתת מודע	הנחיה לתת המודע	חופש	התת מודע שלך מקבל הנחיה לשחרר כל אחיזה, ולתת לנשמה שלך להרגיש חסרת משקל וגבולות.	#80DEEA
1951	פנייה לתת מודע	הנחיה לתת המודע	שובבות	אני נותן הנחיה לתת המודע שלך להעלות חיוך שובב על שפתייך, ללא שום סיבה הגיונית.	#80DEEA
1952	פנייה לתת מודע	הנחיה לתת המודע	שובבות	התת מודע שלך מקבל אישור לעשות משהו קצת אסור ומשעשע, רק כדי לראות מה יקרה.	#80DEEA
1953	פנייה לתת מודע	הנחיה לתת המודע	סקסי	אני מנחה את תת המודע שלך לשדר החוצה גלים של מיניות ומשיכה מגנטית שאי אפשר לעמוד בפניה.	#80DEEA
1954	פנייה לתת מודע	הנחיה לתת המודע	סקסי	התת מודע שלך מקבל הנחיה להפוך את הגוף שלך לכלי נגינה שמגיב בצלילים של עונג לכל מגע.	#80DEEA
1955	פנייה לתת מודע	הנחיה לתת המודע	פראיות	אני נותן הנחיה לתת המודע שלך לשחרר את החיה הפראית שכלואה בפנים, ולתת לה לצאת החוצה.	#80DEEA
1956	פנייה לתת מודע	הנחיה לתת המודע	פראיות	התת מודע שלך מקבל הוראה לפעול מתוך אינסטינקט טהור, פראי ונטול עכבות תרבותיות.	#80DEEA
1957	פנייה לתת מודע	הנחיה לתת המודע	שמחה	אני מנחה את תת המודע שלך להציף את הגוף באנדורפינים של אושר, ולמלא אותך באור זוהר.	#80DEEA
1958	פנייה לתת מודע	הנחיה לתת המודע	שמחה	התת מודע שלך מקבל הנחיה לצבוע את העולם בצבעים עזים של שמחה ואופטימיות חסרת תקנה.	#80DEEA
1959	פנייה לתת מודע	הנחיה לתת המודע	בטחון ומוגנות	אני נותן הנחיה לתת המודע שלך לבנות סביבך בועת מגן שקופה וחזקה, ששום דבר לא יכול לחדור.	#80DEEA
1960	פנייה לתת מודע	הנחיה לתת המודע	בטחון ומוגנות	התת מודע שלך מקבל הנחיה לעגון אותך בקרקע יציבה ובטוחה, שמאפשרת לך לנוח באמת.	#80DEEA
1961	פנייה לתת מודע	החלק המודע ינסה.. אבל הלא מודע..	רגיעה	החלק המודע שלך ינסה להקשיב למילים, אבל החלק הלא מודע שלך כבר צולל לתוך שקט עמוק ונעים.	#80DEEA
1962	פנייה לתת מודע	החלק המודע ינסה.. אבל הלא מודע..	רגיעה	החלק המודע אולי ינסה להישאר ער, אבל החלק הלא מודע שלך כבר סוגר את העפעפיים ולוקח אותך לחלום.	#80DEEA
1963	פנייה לתת מודע	החלק המודע ינסה.. אבל הלא מודע..	עונג	המודע שלך אולי ינסה לנתח את המגע, אבל הלא מודע שלך פשוט יהפוך אותו לגלי עונג ששוטפים את הגוף.	#80DEEA
1964	פנייה לתת מודע	החלק המודע ינסה.. אבל הלא מודע..	עונג	החלק המודע ינסה להבין איך זה קורה, אבל הלא מודע שלך כבר מתענג על כל רגע ורגע.	#80DEEA
1965	פנייה לתת מודע	החלק המודע ינסה.. אבל הלא מודע..	משחקיות	המודע שלך ינסה לחפש הגיון, אבל החלק הלא מודע שלך כבר משחק ונהנה מהדמיון החופשי.	#80DEEA
1966	פנייה לתת מודע	החלק המודע ינסה.. אבל הלא מודע..	משחקיות	החלק המודע אולי יחשוב שזה מוזר, אבל הלא מודע שלך כבר צוחק ומשתעשע כמו ילד.	#80DEEA
1967	פנייה לתת מודע	החלק המודע ינסה.. אבל הלא מודע..	תשוקה	המודע שלך ינסה לשמור על איפוק, אבל החלק הלא מודע שלך כבר בוער בתשוקה שאי אפשר לעצור.	#80DEEA
1968	פנייה לתת מודע	החלק המודע ינסה.. אבל הלא מודע..	תשוקה	החלק המודע אולי ינסה להתנגד, אבל הלא מודע שלך נמשך אליי כמו פרפר לאש.	#80DEEA
1969	פנייה לתת מודע	החלק המודע ינסה.. אבל הלא מודע..	חופש	המודע שלך ינסה לחפש את הקירות, אבל החלק הלא מודע שלך כבר עף במרחבים הפתוחים של החופש.	#80DEEA
1970	פנייה לתת מודע	החלק המודע ינסה.. אבל הלא מודע..	חופש	החלק המודע אולי יחזיק בדאגות, אבל הלא מודע שלך כבר שחרר הכל ומרחף בקלילות.	#80DEEA
1971	פנייה לתת מודע	החלק המודע ינסה.. אבל הלא מודע..	שובבות	המודע שלך ינסה להיות רציני, אבל החלק הלא מודע שלך כבר זומם מתיחה שובבה ומתוקה.	#80DEEA
1972	פנייה לתת מודע	החלק המודע ינסה.. אבל הלא מודע..	שובבות	החלק המודע אולי יגיד "לא נעים", אבל הלא מודע שלך כבר קורץ ונהנה מהשובבות.	#80DEEA
1973	פנייה לתת מודע	החלק המודע ינסה.. אבל הלא מודע..	סקסי	המודע שלך ינסה להסתיר את המשיכה, אבל החלק הלא מודע שלך משדר סקס אפיל בכל תנועה.	#80DEEA
1974	פנייה לתת מודע	החלק המודע ינסה.. אבל הלא מודע..	סקסי	החלק המודע אולי ינסה לחשוב, אבל הלא מודע שלך כבר מרגיש, רוצה, ונפתח לקראתי.	#80DEEA
1975	פנייה לתת מודע	החלק המודע ינסה.. אבל הלא מודע..	פראיות	המודע שלך ינסה לשמור על נימוס, אבל החלק הלא מודע שלך כבר נוהם ורוצה לטרוף.	#80DEEA
1976	פנייה לתת מודע	החלק המודע ינסה.. אבל הלא מודע..	פראיות	החלק המודע אולי יפחד לאבד שליטה, אבל הלא מודע שלך לוקח את המושכות ודוהר בפראות.	#80DEEA
1977	פנייה לתת מודע	החלק המודע ינסה.. אבל הלא מודע..	שמחה	המודע שלך ינסה למצוא סיבה, אבל החלק הלא מודע שלך פשוט מוצף בשמחה טהורה ובלתי מוסברת.	#80DEEA
1978	פנייה לתת מודע	החלק המודע ינסה.. אבל הלא מודע..	שמחה	החלק המודע אולי יחשוב על המחר, אבל הלא מודע שלך חוגג את הרגע הזה באושר עילאי.	#80DEEA
1979	פנייה לתת מודע	החלק המודע ינסה.. אבל הלא מודע..	בטחון ומוגנות	המודע שלך ינסה לסרוק סכנות, אבל החלק הלא מודע שלך יודע שאת בטוחה לגמרי ומרפה את השרירים.	#80DEEA
1980	פנייה לתת מודע	החלק המודע ינסה.. אבל הלא מודע..	בטחון ומוגנות	החלק המודע אולי יחזיק מתח, אבל הלא מודע שלך מרגיש את ההגנה שלי ועובר למצב מנוחה.	#80DEEA
1981	פנייה לתת מודע	אבקש מתת המודע שלך	רגיעה	אני הולך לבקש מתת המודע שלך לנתק אותך עכשיו מכל רעשי הרקע ולהשאיר רק את הקול שלי ואת השקט.	#80DEEA
1982	פנייה לתת מודע	אבקש מתת המודע שלך	רגיעה	אבקש מתת המודע שלך לקחת אותך למקום הכי רגוע שאי פעם היית בו, ולתת לך לנוח שם.	#80DEEA
1983	פנייה לתת מודע	אבקש מתת המודע שלך	עונג	אני מבקש מתת המודע שלך להגביר את זרימת הדם לאזורים הרגישים ולייצר שם תחושת חום ועונג.	#80DEEA
1984	פנייה לתת מודע	אבקש מתת המודע שלך	עונג	אבקש מתת המודע שלך לזכור את העונג הכי גדול שחווית, ולהכפיל אותו עכשיו פי שניים.	#80DEEA
1985	פנייה לתת מודע	אבקש מתת המודע שלך	משחקיות	אני הולך לבקש מתת המודע שלך להפוך כל מילה שלי לצעצוע צבעוני שאת יכולה לשחק איתו בדמיון.	#80DEEA
1986	פנייה לתת מודע	אבקש מתת המודע שלך	משחקיות	אבקש מתת המודע שלך להפתיע אותך עם דימוי מצחיק ומשעשע שיעלה חיוך על פניך.	#80DEEA
1987	פנייה לתת מודע	אבקש מתת המודע שלך	תשוקה	אני מבקש מתת המודע שלך לחבר אותך למעיין התשוקה הבלתי נדלה שנמצא בבטן התחתונה שלך.	#80DEEA
1988	פנייה לתת מודע	אבקש מתת המודע שלך	תשוקה	אבקש מתת המודע שלך לגרום לכל נשימה שלך להגביר את הלהט ואת הרצון למגע.	#80DEEA
1989	פנייה לתת מודע	אבקש מתת המודע שלך	חופש	אני הולך לבקש מתת המודע שלך להסיר את הגג מעל הראש שלך ולתת לך לראות את הכוכבים והאינסוף.	#80DEEA
1990	פנייה לתת מודע	אבקש מתת המודע שלך	חופש	אבקש מתת המודע שלך לנתק את כוח הכבידה ולתת לך לרחף בחופשיות מוחלטת בחלל.	#80DEEA
1991	פנייה לתת מודע	אבקש מתת המודע שלך	שובבות	אני מבקש מתת המודע שלך לדגדג אותך מבפנים, במקום שאף אחד אחר לא יכול להגיע אליו.	#80DEEA
1992	פנייה לתת מודע	אבקש מתת המודע שלך	שובבות	אבקש מתת המודע שלך לגרום לך להרגיש כמו ילדה שובבה שגילתה סוד מתוק.	#80DEEA
1993	פנייה לתת מודע	אבקש מתת המודע שלך	סקסי	אני הולך לבקש מתת המודע שלך לשנות את היציבה שלך לזו של אישה שבטוחה במיניות שלה ובכוחה.	#80DEEA
1994	פנייה לתת מודע	אבקש מתת המודע שלך	סקסי	אבקש מתת המודע שלך לגרום לעור שלך להקרין חושניות שמושכת אליה תשומת לב מכל עבר.	#80DEEA
1995	פנייה לתת מודע	אבקש מתת המודע שלך	פראיות	אני מבקש מתת המודע שלך לבטל את הצנזורה הפנימית ולתת ליצרים הכמוסים ביותר לעלות למעלה.	#80DEEA
1996	פנייה לתת מודע	אבקש מתת המודע שלך	פראיות	אבקש מתת המודע שלך לחבר אותך לאנרגיה של חיה בטבע, חדה, מהירה וחסרת מעצורים.	#80DEEA
1997	פנייה לתת מודע	אבקש מתת המודע שלך	שמחה	אני הולך לבקש מתת המודע שלך לפתוח את הלב ולתת לשמחה לזרום החוצה כמו נהר גועש.	#80DEEA
1998	פנייה לתת מודע	אבקש מתת המודע שלך	שמחה	אבקש מתת המודע שלך לצבוע כל מחשבה שעוברת לך בראש בצבעים של אושר וצחוק.	#80DEEA
1999	פנייה לתת מודע	אבקש מתת המודע שלך	בטחון ומוגנות	אני מבקש מתת המודע שלך ליצור סביבך מעגל של אור שמגן עלייך ושומר עלייך מכל משמר.	#80DEEA
2000	פנייה לתת מודע	אבקש מתת המודע שלך	בטחון ומוגנות	אבקש מתת המודע שלך להזכיר לך שאת אהובה, שאת מוחזקת, ושאת יכולה פשוט להיות.	#80DEEA
2001	פנייה לתת מודע	תת המודע יתחיל לפתח תחושה	רגיעה	בעוד רגע תת המודע שלך יתחיל לפתח תחושה של כובד נעים בידיים, כאילו הן עשויות מעופרת.	#80DEEA
2002	פנייה לתת מודע	תת המודע יתחיל לפתח תחושה	רגיעה	תת המודע שלך יתחיל לפתח תחושה של ניתוק, כאילו הגוף ישן במיטה והתודעה מרחפת מעליו בשלווה.	#80DEEA
2003	פנייה לתת מודע	תת המודע יתחיל לפתח תחושה	עונג	תת המודע שלך יתחיל לפתח תחושה של דגדוג עדין ונעים שמתחיל בקצות האצבעות ומתפשט פנימה.	#80DEEA
2004	פנייה לתת מודע	תת המודע יתחיל לפתח תחושה	עונג	בעוד רגע תת המודע שלך יתחיל לפתח תחושה של גלים חמים ששוטפים את הגוף ומביאים איתם עונג.	#80DEEA
2005	פנייה לתת מודע	תת המודע יתחיל לפתח תחושה	משחקיות	תת המודע שלך יתחיל לפתח תחושה של סקרנות ילדותית, רצון לגעת ולחקור כל דבר חדש.	#80DEEA
2006	פנייה לתת מודע	תת המודע יתחיל לפתח תחושה	משחקיות	תת המודע שלך יתחיל לפתח תחושה שהכל סביבך הוא משחק אחד גדול ומהנה.	#80DEEA
2007	פנייה לתת מודע	תת המודע יתחיל לפתח תחושה	תשוקה	בעוד רגע תת המודע שלך יתחיל לפתח תחושה של רעב, רעב למגע, רעב לקרבה, רעב לחיבור.	#80DEEA
2008	פנייה לתת מודע	תת המודע יתחיל לפתח תחושה	תשוקה	תת המודע שלך יתחיל לפתח תחושה של מגנטיות, משיכה בלתי מוסברת שמושכת אותך קדימה.	#80DEEA
2009	פנייה לתת מודע	תת המודע יתחיל לפתח תחושה	חופש	תת המודע שלך יתחיל לפתח תחושה של התרחבות, כאילו הגוף שלך גדל והופך להיות אחד עם האוויר.	#80DEEA
2010	פנייה לתת מודע	תת המודע יתחיל לפתח תחושה	חופש	בעוד רגע תת המודע שלך יתחיל לפתח תחושה של מעוף, רוח שמרימה אותך למעלה אל החופש.	#80DEEA
2011	פנייה לתת מודע	תת המודע יתחיל לפתח תחושה	שובבות	תת המודע שלך יתחיל לפתח תחושה של צחוק שמתגלגל בבטן ורוצה לפרוץ החוצה.	#80DEEA
2012	פנייה לתת מודע	תת המודע יתחיל לפתח תחושה	שובבות	תת המודע שלך יתחיל לפתח תחושה עוקצנית ומתוקה של רצון לעשות מעשה קונדס.	#80DEEA
2013	פנייה לתת מודע	תת המודע יתחיל לפתח תחושה	סקסי	בעוד רגע תת המודע שלך יתחיל לפתח תחושה שהעור שלך עשוי ממשי יקר ומפתה.	#80DEEA
2014	פנייה לתת מודע	תת המודע יתחיל לפתח תחושה	סקסי	תת המודע שלך יתחיל לפתח תחושה שאת מרכז העולם, וכל המבטים נמשכים אלייך.	#80DEEA
2015	פנייה לתת מודע	תת המודע יתחיל לפתח תחושה	פראיות	תת המודע שלך יתחיל לפתח תחושה של כוח פיזי מתפרץ בשרירים, מוכן לפעולה.	#80DEEA
2016	פנייה לתת מודע	תת המודע יתחיל לפתח תחושה	פראיות	בעוד רגע תת המודע שלך יתחיל לפתח תחושה של נהמה שעולה מהגרון, פראית ועוצמתית.	#80DEEA
2017	פנייה לתת מודע	תת המודע יתחיל לפתח תחושה	שמחה	תת המודע שלך יתחיל לפתח תחושה של בועות שמפניה שמתפוצצות בתוך הורידים משמחה.	#80DEEA
2018	פנייה לתת מודע	תת המודע יתחיל לפתח תחושה	שמחה	תת המודע שלך יתחיל לפתח תחושה של חמימות בלב שמתפשטת והופכת לאושר גדול.	#80DEEA
2019	פנייה לתת מודע	תת המודע יתחיל לפתח תחושה	בטחון ומוגנות	בעוד רגע תת המודע שלך יתחיל לפתח תחושה של יציבות, כאילו שורשים צומחים ממך לאדמה.	#80DEEA
2020	פנייה לתת מודע	תת המודע יתחיל לפתח תחושה	בטחון ומוגנות	תת המודע שלך יתחיל לפתח תחושה של חיבוק עוטף, גם כשאף אחד לא נוגע בך פיזית.	#80DEEA
2021	פנייה לתת מודע	תת המודע שלך יקח שליטה	רגיעה	שימי לב איך תת המודע שלך לוקח שליטה על הנשימה, והופך אותה לאיטית, עמוקה ורגועה יותר ויותר.	#80DEEA
2022	פנייה לתת מודע	תת המודע שלך יקח שליטה	רגיעה	תת המודע שלך לוקח שליטה עכשיו ופשוט מכבה את המחשבות המיותרות, משאיר רק שקט.	#80DEEA
2023	פנייה לתת מודע	תת המודע שלך יקח שליטה	עונג	תת המודע שלך לוקח שליטה על העונג שלך, ומגביר אותו לרמות שהמודע שלך אפילו לא יכול לדמיין.	#80DEEA
2024	פנייה לתת מודע	תת המודע שלך יקח שליטה	עונג	לא משנה מה תעשי, תת המודע שלך לוקח שליטה וגורם לגוף שלך להגיב בעונג לכל מילה שלי.	#80DEEA
2025	פנייה לתת מודע	תת המודע שלך יקח שליטה	משחקיות	תת המודע שלך לוקח שליטה ומוביל אותך למסע הרפתקאות דמיוני ומשעשע, בלי שתצטרכי להתאמץ.	#80DEEA
2026	פנייה לתת מודע	תת המודע שלך יקח שליטה	משחקיות	תת המודע שלך בשליטה מלאה על המשחק עכשיו, והוא ממציא חוקים חדשים ומפתיעים.	#80DEEA
2027	פנייה לתת מודע	תת המודע שלך יקח שליטה	תשוקה	תחושת התשוקה מתחילה להשתלט, והיא גדלה עד שתת המודע שלך לוקח שליטה מלאה על הרצונות שלך.	#80DEEA
2028	פנייה לתת מודע	תת המודע שלך יקח שליטה	תשוקה	תת המודע שלך לוקח שליטה על הגוף שלך ומושך אותו לכיווני, כמו מגנט חזק ובלתי נראה.	#80DEEA
