ID	Category	Pattern	Type	Theme	Content	Color					
1919	Amplification	From moment to moment... from second to second...	Dynamic	Safety & Trust	You feel more protected... **from moment to moment... from second to second**... the tension dissipates and safety takes its place	#E1BEE7					
1920	Amplification	From moment to moment... from second to second...	Dynamic	Safety & Trust	Your grip loosens... **from moment to moment... from second to second**... you know you are in good hands	#E1BEE7					
1921	Amplification	Even... more...	Dynamic	Relaxation	And if you thought you were relaxed before, now you are entering a place **even** quieter... **more** deeply than you thought possible	#E1BEE7					
1922	Amplification	Even... more...	Dynamic	Relaxation	You relax your muscles... and now, relax them **even more**... until it feels like liquid	#E1BEE7					
1923	Amplification	Even... more...	Dynamic	Pleasure	It feels amazing, right? And now, I want you to feel it **even more**... with an intensity you haven't known	#E1BEE7					
1924	Amplification	Even... more...	Dynamic	Pleasure	Let this current pass through you, and let it be **even** stronger... **even more** delightful than it is now	#E1BEE7					
1925	Amplification	Even... more...	Dynamic	Playfulness	Your imagination is rich, but now it becomes **even more** creative... **even more** colorful and alive	#E1BEE7					
1926	Amplification	Even... more...	Dynamic	Playfulness	You are curious, and now you become **even more** curious... you simply must discover what hides there	#E1BEE7					
1927	Amplification	Even... more...	Dynamic	Desire	You want it, and you are going to want it **even more**... until your body moves on its own	#E1BEE7					
1928	Amplification	Even... more...	Dynamic	Desire	This passion burns, and now it burns **even more**... scorching every resistance in the way	#E1BEE7					
1929	Amplification	Even... more...	Dynamic	Freedom	You feel free, but you can be **even more** free... releasing even the very last thought	#E1BEE7					
1930	Amplification	Even... more...	Dynamic	Freedom	You fly high, and now you rise **even more**... above the clouds, into the open space	#E1BEE7					
1931	Amplification	Even... more...	Dynamic	Mischief	It's funny, and it's going to be **even more** funny... until you roll with laughter	#E1BEE7					
1932	Amplification	Even... more...	Dynamic	Mischief	You are mischievous, and now you dare to be **even more** mischievous... stretching the boundary a little further	#E1BEE7					
1933	Amplification	Even... more...	Dynamic	Sexy	You look sexy, and you feel now **even more** sexy... a queen of seduction and beauty	#E1BEE7					
1934	Amplification	Even... more...	Dynamic	Sexy	Your body is sensitive, and it becomes **even more** sensitive... every light breeze sends a shiver through you	#E1BEE7					
1935	Amplification	Even... more...	Dynamic	Wildness	You are wild, and now you connect to a place **even more** ancient... **even more** animalistic and rooted	#E1BEE7					
1936	Amplification	Even... more...	Dynamic	Wildness	The instinct is strong, and it becomes **even more** sharp... leading you exactly where you need to go	#E1BEE7					
1937	Amplification	Even... more...	Dynamic	Joy	You are joyful, and now this joy becomes **even** greater... **more** fulfilling, filling the entire room	#E1BEE7					
1938	Amplification	Even... more...	Dynamic	Joy	The heart is full, and it fills **even more**... until it overflows with happiness	#E1BEE7					
1939	Amplification	Even... more...	Dynamic	Safety & Trust	You are safe, and now you feel **even more** safe... like a baby in the womb	#E1BEE7					
1940	Amplification	Even... more...	Dynamic	Safety & Trust	This space is protected, and it becomes **even more** stable and enveloping around you	#E1BEE7					
1941	Addressing the Subconscious	A directive to your subconscious	Dynamic	Relaxation	I am going to give **a directive to your subconscious** now to disconnect the tension from the muscles, one by one, until absolute relaxation	#80DEEA					
1942	Addressing the Subconscious	A directive to your subconscious	Dynamic	Relaxation	Your subconscious is now receiving **a directive** to slow down the heart rate and bring you into a state of deep, healing sleep	#80DEEA					
1943	Addressing the Subconscious	A directive to your subconscious	Dynamic	Pleasure	I am giving **a directive to your subconscious** to open the channels of pleasure in the body, so that every touch feels like a pleasant electric current	#80DEEA					
1944	Addressing the Subconscious	A directive to your subconscious	Dynamic	Pleasure	Your subconscious is receiving **a directive** to increase skin sensitivity tenfold, and turn every sensation into a celebration of the senses	#80DEEA					
1945	Addressing the Subconscious	A directive to your subconscious	Dynamic	Playfulness	I give **a directive to your subconscious** to bring up a childhood memory of play and laughter, and bring this feeling to the here and now	#80DEEA					
1946	Addressing the Subconscious	A directive to your subconscious	Dynamic	Playfulness	Your subconscious is receiving **a directive** to turn reality into a colorful and fascinating playground for you	#80DEEA					
1947	Addressing the Subconscious	A directive to your subconscious	Dynamic	Desire	I am giving **a directive to your subconscious** to ignite the inner fire, and flow heat and passion to every organ in the body	#80DEEA					
1948	Addressing the Subconscious	A directive to your subconscious	Dynamic	Desire	Your subconscious is receiving **a directive** to focus all your sexual energy in this moment, with an intensity you haven't known	#80DEEA					
1949	Addressing the Subconscious	A directive to your subconscious	Dynamic	Freedom	I give **a directive to your subconscious** to break all the imaginary barriers, and allow you to fly anywhere you want	#80DEEA					
1950	Addressing the Subconscious	A directive to your subconscious	Dynamic	Freedom	Your subconscious is receiving **a directive** to release every grip, and let your soul feel weightless and boundless	#80DEEA					
1951	Addressing the Subconscious	A directive to your subconscious	Dynamic	Mischief	I am giving **a directive to your subconscious** to bring a mischievous smile to your lips, for no logical reason	#80DEEA					
1952	Addressing the Subconscious	A directive to your subconscious	Dynamic	Mischief	Your subconscious is receiving **a directive** to do something a little forbidden and amusing, just to see what will happen	#80DEEA					
1953	Addressing the Subconscious	A directive to your subconscious	Dynamic	Sexy	I give **a directive to your subconscious** to broadcast outward waves of sexuality and irresistible magnetic attraction	#80DEEA					
1954	Addressing the Subconscious	A directive to your subconscious	Dynamic	Sexy	Your subconscious is receiving **a directive** to turn your body into a musical instrument that responds with sounds of pleasure to every touch	#80DEEA					
1955	Addressing the Subconscious	A directive to your subconscious	Dynamic	Wildness	I am giving **a directive to your subconscious** to release the wild animal trapped inside, and let her out	#80DEEA					
1956	Addressing the Subconscious	A directive to your subconscious	Dynamic	Wildness	Your subconscious is receiving **a directive** to act from pure, wild instinct, devoid of cultural inhibitions	#80DEEA					
1957	Addressing the Subconscious	A directive to your subconscious	Dynamic	Joy	I give **a directive to your subconscious** to flood the body with endorphins of happiness, and fill you with radiant light	#80DEEA					
1958	Addressing the Subconscious	A directive to your subconscious	Dynamic	Joy	Your subconscious is receiving **a directive** to paint the world in bold colors of joy and hopeless optimism	#80DEEA					
1959	Addressing the Subconscious	A directive to your subconscious	Dynamic	Safety & Trust	I am giving **a directive to your subconscious** to build a strong, transparent protective bubble around you, that nothing can penetrate	#80DEEA					
1960	Addressing the Subconscious	A directive to your subconscious	Dynamic	Safety & Trust	Your subconscious is receiving **a directive** to anchor you in stable and safe ground, allowing you to truly rest	#80DEEA					
1961	Addressing the Subconscious	The conscious part will try... but your unconscious...	Dynamic	Relaxation	**The conscious part** of you **will try** to listen to the words, **but your unconscious** is already diving into a deep and pleasant quiet	#80DEEA					
1962	Addressing the Subconscious	The conscious part will try... but your unconscious...	Dynamic	Relaxation	**The conscious part might try** to stay awake, **but your unconscious** is already closing the eyelids and taking you to a dream	#80DEEA					
1963	Addressing the Subconscious	The conscious part will try... but your unconscious...	Dynamic	Pleasure	**Your conscious mind might try** to analyze the touch, **but your unconscious** will simply turn it into waves of pleasure washing over the body	#80DEEA					
1964	Addressing the Subconscious	The conscious part will try... but your unconscious...	Dynamic	Pleasure	**The conscious part will try** to understand how it's happening, **but your unconscious** is already delighting in every single moment	#80DEEA					
1965	Addressing the Subconscious	The conscious part will try... but your unconscious...	Dynamic	Playfulness	**Your conscious mind will try** to look for logic, **but your unconscious part** is already playing and enjoying the free imagination	#80DEEA					
1966	Addressing the Subconscious	The conscious part will try... but your unconscious...	Dynamic	Playfulness	**The conscious part might think** it's weird, **but your unconscious** is already laughing and having fun like a child	#80DEEA					
1967	Addressing the Subconscious	The conscious part will try... but your unconscious...	Dynamic	Desire	**Your conscious mind will try** to maintain restraint, **but your unconscious part** is already burning with an unstoppable passion	#80DEEA					
1968	Addressing the Subconscious	The conscious part will try... but your unconscious...	Dynamic	Desire	**The conscious part might try** to resist, **but your unconscious** is drawn to me like a moth to a flame	#80DEEA					
1969	Addressing the Subconscious	The conscious part will try... but your unconscious...	Dynamic	Freedom	**Your conscious mind will try** to look for the walls, **but your unconscious part** is already flying in the open spaces of freedom	#80DEEA					
1970	Addressing the Subconscious	The conscious part will try... but your unconscious...	Dynamic	Freedom	**The conscious part might hold** onto worries, **but your unconscious** has already released everything and is hovering lightly	#80DEEA					
1971	Addressing the Subconscious	The conscious part will try... but your unconscious...	Dynamic	Mischief	**Your conscious mind will try** to be serious, **but your unconscious part** is already plotting a mischievous and sweet prank	#80DEEA					
1972	Addressing the Subconscious	The conscious part will try... but your unconscious...	Dynamic	Mischief	**The conscious part might say** "it's not polite", **but your unconscious** is already winking and enjoying the mischief	#80DEEA					
1973	Addressing the Subconscious	The conscious part will try... but your unconscious...	Dynamic	Sexy	**Your conscious mind will try** to hide the attraction, **but your unconscious part** is broadcasting sex appeal in every movement	#80DEEA					
1974	Addressing the Subconscious	The conscious part will try... but your unconscious...	Dynamic	Sexy	**The conscious part might try** to think, **but your unconscious** is already feeling, wanting, and opening up towards me	#80DEEA					
1975	Addressing the Subconscious	The conscious part will try... but your unconscious...	Dynamic	Wildness	**Your conscious mind will try** to stay polite, **but your unconscious part** is already growling and wanting to devour	#80DEEA					
1976	Addressing the Subconscious	The conscious part will try... but your unconscious...	Dynamic	Wildness	**The conscious part might fear** losing control, **but your unconscious** takes the reins and gallops wildly	#80DEEA					
1977	Addressing the Subconscious	The conscious part will try... but your unconscious...	Dynamic	Joy	**Your conscious mind will try** to find a reason, **but your unconscious part** is simply flooded with pure, unexplainable joy	#80DEEA					
1978	Addressing the Subconscious	The conscious part will try... but your unconscious...	Dynamic	Joy	**The conscious part might think** about tomorrow, **but your unconscious** is celebrating this moment in supreme happiness	#80DEEA					
1979	Addressing the Subconscious	The conscious part will try... but your unconscious...	Dynamic	Safety & Trust	**Your conscious mind will try** to scan for dangers, **but your unconscious part** knows you are completely safe and relaxes the muscles	#80DEEA					
1980	Addressing the Subconscious	The conscious part will try... but your unconscious...	Dynamic	Safety & Trust	**The conscious part might hold** tension, **but your unconscious** feels my protection and shifts into resting mode	#80DEEA					
1981	Addressing the Subconscious	I will ask your subconscious...	Dynamic	Relaxation	**I will ask your subconscious** to disconnect you now from all background noises and leave only my voice and the quiet	#80DEEA					
1982	Addressing the Subconscious	I will ask your subconscious...	Dynamic	Relaxation	**I will ask your subconscious** to take you to the calmest place you have ever been, and let you rest there	#80DEEA					
1983	Addressing the Subconscious	I will ask your subconscious...	Dynamic	Pleasure	**I will ask your subconscious** to increase the blood flow to the sensitive areas and produce a feeling of heat and pleasure there	#80DEEA					
1984	Addressing the Subconscious	I will ask your subconscious...	Dynamic	Pleasure	**I will ask your subconscious** to remember the greatest pleasure you've experienced, and double it now	#80DEEA					
1985	Addressing the Subconscious	I will ask your subconscious...	Dynamic	Playfulness	**I will ask your subconscious** to turn every word of mine into a colorful toy you can play with in your imagination	#80DEEA					
1986	Addressing the Subconscious	I will ask your subconscious...	Dynamic	Playfulness	**I will ask your subconscious** to surprise you with a funny and amusing image that will bring a smile to your face	#80DEEA					
1987	Addressing the Subconscious	I will ask your subconscious...	Dynamic	Desire	**I will ask your subconscious** to connect you to the inexhaustible spring of passion located in your lower belly	#80DEEA					
1988	Addressing the Subconscious	I will ask your subconscious...	Dynamic	Desire	**I will ask your subconscious** to make your every breath increase the heat and the desire for touch	#80DEEA					
1989	Addressing the Subconscious	I will ask your subconscious...	Dynamic	Freedom	**I will ask your subconscious** to remove the roof above your head and let you see the stars and infinity	#80DEEA					
1990	Addressing the Subconscious	I will ask your subconscious...	Dynamic	Freedom	**I will ask your subconscious** to turn off gravity and let you hover in absolute freedom in space	#80DEEA					
1991	Addressing the Subconscious	I will ask your subconscious...	Dynamic	Mischief	**I will ask your subconscious** to tickle you from the inside, in a place no one else can reach	#80DEEA					
1992	Addressing the Subconscious	I will ask your subconscious...	Dynamic	Mischief	**I will ask your subconscious** to make you feel like a mischievous girl who discovered a sweet secret	#80DEEA					
1993	Addressing the Subconscious	I will ask your subconscious...	Dynamic	Sexy	**I will ask your subconscious** to change your posture to that of a woman confident in her sexuality and power	#80DEEA					
1994	Addressing the Subconscious	I will ask your subconscious...	Dynamic	Sexy	**I will ask your subconscious** to make your skin radiate a sensuality that attracts attention from all around	#80DEEA					
1995	Addressing the Subconscious	I will ask your subconscious...	Dynamic	Wildness	**I will ask your subconscious** to cancel the inner censorship and let the most hidden urges rise up	#80DEEA					
1996	Addressing the Subconscious	I will ask your subconscious...	Dynamic	Wildness	**I will ask your subconscious** to connect you to the energy of a wild animal, sharp, fast, and unrestrained	#80DEEA					
1997	Addressing the Subconscious	I will ask your subconscious...	Dynamic	Joy	**I will ask your subconscious** to open the heart and let the joy flow out like a rushing river	#80DEEA					
1998	Addressing the Subconscious	I will ask your subconscious...	Dynamic	Joy	**I will ask your subconscious** to paint every thought passing through your head in colors of happiness and laughter	#80DEEA					
1999	Addressing the Subconscious	I will ask your subconscious...	Dynamic	Safety & Trust	**I will ask your subconscious** to create a circle of light around you that protects you and guards you carefully	#80DEEA					
2000	Addressing the Subconscious	I will ask your subconscious...	Dynamic	Safety & Trust	**I will ask your subconscious** to remind you that you are loved, that you are held, and that you can simply be	#80DEEA					
2001	Addressing the Subconscious	Your subconscious will begin to develop a feeling...	Dynamic	Relaxation	In a moment, **your subconscious will begin to develop a feeling** of pleasant heaviness in the hands, as if they are made of lead	#80DEEA					
2002	Addressing the Subconscious	Your subconscious will begin to develop a feeling...	Dynamic	Relaxation	**Your subconscious will begin to develop a feeling** of detachment, as if the body is sleeping in bed and the consciousness is hovering above it peacefully	#80DEEA					
2003	Addressing the Subconscious	Your subconscious will begin to develop a feeling...	Dynamic	Pleasure	**Your subconscious will begin to develop a feeling** of a gentle and pleasant tickle starting at the fingertips and spreading inwards	#80DEEA					
2004	Addressing the Subconscious	Your subconscious will begin to develop a feeling...	Dynamic	Pleasure	In a moment, **your subconscious will begin to develop a feeling** of warm waves washing over the body and bringing pleasure with them	#80DEEA					
2005	Addressing the Subconscious	Your subconscious will begin to develop a feeling...	Dynamic	Playfulness	**Your subconscious will begin to develop a feeling** of childish curiosity, a desire to touch and explore everything new	#80DEEA					
2006	Addressing the Subconscious	Your subconscious will begin to develop a feeling...	Dynamic	Playfulness	**Your subconscious will begin to develop a feeling** that everything around you is one big and enjoyable game	#80DEEA					
2007	Addressing the Subconscious	Your subconscious will begin to develop a feeling...	Dynamic	Desire	In a moment, **your subconscious will begin to develop a feeling** of hunger, hunger for touch, hunger for closeness, hunger for connection	#80DEEA					
2008	Addressing the Subconscious	Your subconscious will begin to develop a feeling...	Dynamic	Desire	**Your subconscious will begin to develop a feeling** of magnetism, an unexplainable attraction pulling you forward	#80DEEA					
2009	Addressing the Subconscious	Your subconscious will begin to develop a feeling...	Dynamic	Freedom	**Your subconscious will begin to develop a feeling** of expansion, as if your body is growing and becoming one with the air	#80DEEA					
2010	Addressing the Subconscious	Your subconscious will begin to develop a feeling...	Dynamic	Freedom	In a moment, **your subconscious will begin to develop a feeling** of flight, a wind lifting you up to freedom	#80DEEA					
2011	Addressing the Subconscious	Your subconscious will begin to develop a feeling...	Dynamic	Mischief	**Your subconscious will begin to develop a feeling** of laughter rolling in the belly and wanting to burst out	#80DEEA					
2012	Addressing the Subconscious	Your subconscious will begin to develop a feeling...	Dynamic	Mischief	**Your subconscious will begin to develop a feeling** of a sweet and tingling desire to play a prank	#80DEEA					
2013	Addressing the Subconscious	Your subconscious will begin to develop a feeling...	Dynamic	Sexy	In a moment, **your subconscious will begin to develop a feeling** that your skin is made of precious and seductive silk	#80DEEA					
2014	Addressing the Subconscious	Your subconscious will begin to develop a feeling...	Dynamic	Sexy	**Your subconscious will begin to develop a feeling** that you are the center of the world, and all eyes are drawn to you	#80DEEA					
2015	Addressing the Subconscious	Your subconscious will begin to develop a feeling...	Dynamic	Wildness	**Your subconscious will begin to develop a feeling** of erupting physical power in the muscles, ready for action	#80DEEA					
2016	Addressing the Subconscious	Your subconscious will begin to develop a feeling...	Dynamic	Wildness	In a moment, **your subconscious will begin to develop a feeling** of a growl rising from the throat, wild and powerful	#80DEEA					
2017	Addressing the Subconscious	Your subconscious will begin to develop a feeling...	Dynamic	Joy	**Your subconscious will begin to develop a feeling** of champagne bubbles popping inside the veins with joy	#80DEEA					
2018	Addressing the Subconscious	Your subconscious will begin to develop a feeling...	Dynamic	Joy	**Your subconscious will begin to develop a feeling** of warmth in the heart that spreads and turns into great happiness	#80DEEA					
2019	Addressing the Subconscious	Your subconscious will begin to develop a feeling...	Dynamic	Safety & Trust	In a moment, **your subconscious will begin to develop a feeling** of stability, as if roots are growing from you into the earth	#80DEEA					
2020	Addressing the Subconscious	Your subconscious will begin to develop a feeling...	Dynamic	Safety & Trust	**Your subconscious will begin to develop a feeling** of an enveloping embrace, even when no one is physically touching you	#80DEEA					
2021	Addressing the Subconscious	Your subconscious takes control...	Dynamic	Relaxation	Notice how **your subconscious takes control** of the breathing, making it slower, deeper, and more relaxed	#80DEEA					
2022	Addressing the Subconscious	Your subconscious takes control...	Dynamic	Relaxation	**Your subconscious takes control** now and simply turns off the unnecessary thoughts, leaving only quiet	#80DEEA					
2023	Addressing the Subconscious	Your subconscious takes control...	Dynamic	Pleasure	**Your subconscious takes control** of your pleasure, and amplifies it to levels your conscious mind can't even imagine	#80DEEA					
2024	Addressing the Subconscious	Your subconscious takes control...	Dynamic	Pleasure	No matter what you do, **your subconscious takes control** and causes your body to respond with pleasure to every word of mine	#80DEEA					
2025	Addressing the Subconscious	Your subconscious takes control...	Dynamic	Playfulness	**Your subconscious takes control** and leads you on an imaginary and amusing adventure, without you having to make an effort	#80DEEA					
2026	Addressing the Subconscious	Your subconscious takes control...	Dynamic	Playfulness	**Your subconscious takes control** of the game now, and it invents new and surprising rules	#80DEEA					
2027	Addressing the Subconscious	Your subconscious takes control...	Dynamic	Desire	The feeling of passion begins to take over, and it grows until **your subconscious takes control** completely over your desires	#80DEEA					
2028	Addressing the Subconscious	Your subconscious takes control...	Dynamic	Desire	**Your subconscious takes control** of your body and pulls it towards me, like a strong and invisible magnet	#80DEEA					
2029	Addressing the Subconscious	Your subconscious takes control...	Dynamic	Freedom	**Your subconscious takes control** and releases you from the chains, taking you to the open spaces of the mind	#80DEEA					
2030	Addressing the Subconscious	Your subconscious takes control...	Dynamic	Freedom	**Your subconscious takes control** and flies you up, high above all daily worries and limitations	#80DEEA					
2031	Addressing the Subconscious	Your subconscious takes control...	Dynamic	Mischief	**Your subconscious takes control** and makes you smile and laugh, even if you try to stay serious	#80DEEA					
2032	Addressing the Subconscious	Your subconscious takes control...	Dynamic	Mischief	**Your subconscious takes control** over your mischievous side, and it brings it out to play	#80DEEA					
2033	Addressing the Subconscious	Your subconscious takes control...	Dynamic	Sexy	**Your subconscious takes control** of your body language, turning every movement into a dance of seduction and beauty	#80DEEA					
2034	Addressing the Subconscious	Your subconscious takes control...	Dynamic	Sexy	**Your subconscious takes control** and broadcasts erupting sexuality that cannot be ignored	#80DEEA					
2035	Addressing the Subconscious	Your subconscious takes control...	Dynamic	Wildness	**Your subconscious takes control** and releases the animalistic instincts, the body acts on its own, wild and free	#80DEEA					
2036	Addressing the Subconscious	Your subconscious takes control...	Dynamic	Wildness	Now **your subconscious takes control**, wild, wanting to devour, to move, to scream and to be	#80DEEA					
2037	Addressing the Subconscious	Your subconscious takes control...	Dynamic	Joy	**Your subconscious takes control** and floods you with waves of joy that simply wash over everything	#80DEEA					
2038	Addressing the Subconscious	Your subconscious takes control...	Dynamic	Joy	**Your subconscious takes control** of your mood, and it tunes it now to maximum happiness	#80DEEA					
2039	Addressing the Subconscious	Your subconscious takes control...	Dynamic	Safety & Trust	**Your subconscious takes control** and creates an energy field of absolute safety and serenity around you	#80DEEA					
2040	Addressing the Subconscious	Your subconscious takes control...	Dynamic	Safety & Trust	**Your subconscious takes control** of the nervous system, and calms every muscle and nerve knowing you are protected	#80DEEA					
2041	Addressing the Subconscious	A signal to your subconscious...	Dynamic	Relaxation	In a moment I will snap my fingers and it will be **a signal to your subconscious** to take you deeper into the deepest relaxation	#80DEEA					
2042	Addressing the Subconscious	A signal to your subconscious...	Dynamic	Relaxation	And when you close your eyes it will be **a signal to your subconscious** to disconnect from the outside world and sink inward	#80DEEA					
2043	Addressing the Subconscious	A signal to your subconscious...	Dynamic	Pleasure	Every deep breath you take is **a signal to your subconscious** to release another wave of pleasure in the body	#80DEEA					
2044	Addressing the Subconscious	A signal to your subconscious...	Dynamic	Pleasure	My touch on your shoulder will be **a signal to your subconscious** to increase the sensitivity in the whole body tenfold	#80DEEA					
2045	Addressing the Subconscious	A signal to your subconscious...	Dynamic	Playfulness	When I say the word "now", it will be **a signal to your subconscious** to show you a funny and amusing image	#80DEEA					
2046	Addressing the Subconscious	A signal to your subconscious...	Dynamic	Playfulness	This sound is **a signal to your subconscious** to start playing, be creative, and surprise us	#80DEEA					
2047	Addressing the Subconscious	A signal to your subconscious...	Dynamic	Desire	My look in your eyes is **a signal to your subconscious** to ignite the inner fire and increase the passion	#80DEEA					
2048	Addressing the Subconscious	A signal to your subconscious...	Dynamic	Desire	When I get closer, it is **a signal to your subconscious** that your body wants, needs, and craves touch	#80DEEA					
2049	Addressing the Subconscious	A signal to your subconscious...	Dynamic	Freedom	The feeling of lightness in the hands is **a signal to your subconscious** that you can fly, break free, and be free	#80DEEA					
2050	Addressing the Subconscious	A signal to your subconscious...	Dynamic	Freedom	When I release your hand, it is **a signal to your subconscious** that you are released from any burden and any obligation	#80DEEA					
2051	Addressing the Subconscious	A signal to your subconscious...	Dynamic	Mischief	My smile is **a signal to your subconscious** that it's allowed to go wild, allowed to be mischievous, and allowed to have fun	#80DEEA					
2052	Addressing the Subconscious	A signal to your subconscious...	Dynamic	Mischief	A little wink will be **a signal to your subconscious** to do something unexpected and amusing	#80DEEA					
2053	Addressing the Subconscious	A signal to your subconscious...	Dynamic	Sexy	The change in music is **a signal to your subconscious** to change your walk to the walk of a sensual queen	#80DEEA					
2054	Addressing the Subconscious	A signal to your subconscious...	Dynamic	Sexy	My whisper in your ear is **a signal to your subconscious** to feel the sexiest and most desired in the world	#80DEEA					
2055	Addressing the Subconscious	A signal to your subconscious...	Dynamic	Wildness	The fast beat is **a signal to your subconscious** to release the reins and let the wild side break out	#80DEEA					
2056	Addressing the Subconscious	A signal to your subconscious...	Dynamic	Wildness	When I say "free", it is **a signal to your subconscious** that the animal inside can take full command	#80DEEA					
2057	Addressing the Subconscious	A signal to your subconscious...	Dynamic	Joy	The sunlight (or the light in the room) is **a signal to your subconscious** to fill the heart with joy and optimism	#80DEEA					
2058	Addressing the Subconscious	A signal to your subconscious...	Dynamic	Joy	Your laugh is **a signal to your subconscious** to continue producing more and more moments of pure happiness	#80DEEA					
2059	Addressing the Subconscious	A signal to your subconscious...	Dynamic	Safety & Trust	When I hold your hand, it is **a signal to your subconscious** that you are safe, that you are not alone, and that you can rest	#80DEEA					
2060	Addressing the Subconscious	A signal to your subconscious...	Dynamic	Safety & Trust	This comfortable sitting is **a signal to your subconscious** that this is your safe place, your private fortress	#80DEEA					
2061	Addressing the Subconscious	I am speaking to the deep parts of you...	Dynamic	Relaxation	**I am speaking** now **to the deep parts of you**, that know how to reach absolute quiet and inner silence	#80DEEA					
2062	Addressing the Subconscious	I am speaking to the deep parts of you...	Dynamic	Relaxation	**I am speaking to the deep parts of you** that remember what it's like to sleep a deep and sweet baby's sleep	#80DEEA					
2063	Addressing the Subconscious	I am speaking to the deep parts of you...	Dynamic	Pleasure	**I am speaking to the deep parts of you** that know how to produce infinite pleasure, and asking them to open the tap	#80DEEA					
2064	Addressing the Subconscious	I am speaking to the deep parts of you...	Dynamic	Pleasure	**I am speaking to the deep parts of you** that know how to delight in life, and inviting them to take part in this experience now	#80DEEA					
2065	Addressing the Subconscious	I am speaking to the deep parts of you...	Dynamic	Playfulness	**I am speaking to the deep parts of you**, the childish one, that still knows how to play, imagine, and believe in magic	#80DEEA					
2066	Addressing the Subconscious	I am speaking to the deep parts of you...	Dynamic	Playfulness	**I am speaking to the deep parts of you**, the creative ones, and inviting them to paint a new and fascinating world for us	#80DEEA					
2067	Addressing the Subconscious	I am speaking to the deep parts of you...	Dynamic	Desire	**I am speaking to the deep parts of you** that crave, that yearn, that are always burning with fire	#80DEEA					
2068	Addressing the Subconscious	I am speaking to the deep parts of you...	Dynamic	Desire	**I am speaking to the deep parts of you**, your primal side, and asking it to awaken and fill you with the energy of life	#80DEEA					
2069	Addressing the Subconscious	I am speaking to the deep parts of you...	Dynamic	Freedom	**I am speaking to the deep parts of you** that have never been chained, those that always were and always will be free	#80DEEA					
2070	Addressing the Subconscious	I am speaking to the deep parts of you...	Dynamic	Freedom	**I am speaking to the deep parts of you** that know how to fly, and inviting it to take you on a journey above the clouds	#80DEEA					
2071	Addressing the Subconscious	I am speaking to the deep parts of you...	Dynamic	Mischief	**I am speaking to the deep parts of you**, the mischievous side, that loves to stretch boundaries and laugh out loud	#80DEEA					
2072	Addressing the Subconscious	I am speaking to the deep parts of you...	Dynamic	Mischief	**I am speaking to the deep parts of you** that love surprises, and inviting them to create a moment of magic and amusement	#80DEEA					
2073	Addressing the Subconscious	I am speaking to the deep parts of you...	Dynamic	Sexy	**I am speaking to the deep parts of you**, the ancient feminine side, that knows the secrets of seduction and attraction	#80DEEA					
2074	Addressing the Subconscious	I am speaking to the deep parts of you...	Dynamic	Sexy	**I am speaking to the deep parts of you** that feel the beauty and power of your body, and asking it to shine outward	#80DEEA					
2075	Addressing the Subconscious	I am speaking to the deep parts of you...	Dynamic	Wildness	**I am speaking to the deep parts of you**, the wild ones, that are connected to the earth, to the moon, and to nature	#80DEEA					
2076	Addressing the Subconscious	I am speaking to the deep parts of you...	Dynamic	Wildness	**I am speaking to the deep parts of you**, the instinctive side, and asking it to lead you in unrestrained movement	#80DEEA					
2077	Addressing the Subconscious	I am speaking to the deep parts of you...	Dynamic	Joy	**I am speaking to the deep parts of you** that know what true, simple, and clean joy is	#80DEEA					
2078	Addressing the Subconscious	I am speaking to the deep parts of you...	Dynamic	Joy	**I am speaking to the deep parts of you**, the divine spark, and asking it to illuminate all of you with happiness	#80DEEA					
2079	Addressing the Subconscious	I am speaking to the deep parts of you...	Dynamic	Safety & Trust	**I am speaking to the deep parts of you** that know how to feel safety, that know how to trust and let go	#80DEEA					
2080	Addressing the Subconscious	I am speaking to the deep parts of you...	Dynamic	Safety & Trust	**I am speaking to the deep parts of you**, the wise side, that knows you are guarded and protected here and now	#80DEEA					
2081	Addressing the Subconscious	Your subconscious knows...	Dynamic	Relaxation	**Your subconscious knows** exactly how to relax every single muscle, much better than you know consciously	#80DEEA					
2082	Addressing the Subconscious	Your subconscious knows...	Dynamic	Relaxation	**Your subconscious knows** the shortest path to deep serenity, and it takes you there now	#80DEEA					
2083	Addressing the Subconscious	Your subconscious knows...	Dynamic	Pleasure	**Your subconscious knows** exactly where your pleasure points are located, and it activates them one by one	#80DEEA					
2084	Addressing the Subconscious	Your subconscious knows...	Dynamic	Pleasure	**Your subconscious knows** how much enjoyment you can contain, and it fills you exactly in the right and best amount	#80DEEA					
2085	Addressing the Subconscious	Your subconscious knows...	Dynamic	Playfulness	**Your subconscious knows** how to tell wondrous stories, and it begins weaving a new and fascinating story now	#80DEEA					
2086	Addressing the Subconscious	Your subconscious knows...	Dynamic	Playfulness	**Your subconscious knows** that play is the best way to learn, and it invites you to join the game	#80DEEA					
2087	Addressing the Subconscious	Your subconscious knows...	Dynamic	Desire	**Your subconscious knows** what you truly want, deep inside, and it begins to bring this desire to the surface	#80DEEA					
2088	Addressing the Subconscious	Your subconscious knows...	Dynamic	Desire	**Your subconscious knows** how to identify true passion, and it responds to it with the awakening of the whole body	#80DEEA					
2089	Addressing the Subconscious	Your subconscious knows...	Dynamic	Freedom	**Your subconscious knows** that there are truly no boundaries, and it shows you now how it feels to be infinite	#80DEEA					
